    ITER        TIME      CPUDT          DT      CFL     DNUM         DIV              MOM              TKE             MASS
    1210   1.210E+04     0.0048   1.000E+01   0.0000   0.0030   2.263E-16  -1.09106879E-16   7.88283899E-31   2.92870440E+02
    1220   1.220E+04     0.0039   1.000E+01   0.0000   0.0030   1.380E-16   2.96312454E-16   6.26635266E-31   2.92869375E+02
    1230   1.230E+04     0.0037   1.000E+01   0.0000   0.0030   1.629E-16   2.61762545E-16   6.17892639E-31   2.92868311E+02
    1240   1.240E+04     0.0037   1.000E+01   0.0000   0.0030   1.132E-16   4.87890978E-16   6.54166389E-31   2.92867247E+02
    1250   1.250E+04     0.0038   1.000E+01   0.0000   0.0030   1.756E-16  -1.49981301E-16   7.31571511E-31   2.92866183E+02
    1260   1.260E+04     0.0037   1.000E+01   0.0000   0.0030   2.138E-16   7.08706820E-17   7.12083319E-31   2.92865119E+02
    1270   1.270E+04     0.0061   1.000E+01   0.0000   0.0030   1.659E-16  -2.47306516E-16   5.74733419E-31   2.92864055E+02
    1280   1.280E+04     0.0037   1.000E+01   0.0000   0.0030   1.935E-16  -2.96709995E-17   7.17057050E-31   2.92862991E+02
    1290   1.290E+04     0.0037   1.000E+01   0.0000   0.0030   1.527E-16   8.07369218E-17   4.64028328E-31   2.92861928E+02
    1300   1.300E+04     0.0037   1.000E+01   0.0000   0.0030   1.543E-16   2.00577402E-17   7.79141458E-31   2.92860864E+02
    1310   1.310E+04     0.0037   1.000E+01   0.0000   0.0031   1.277E-16  -9.38919081E-17   4.11322965E-31   2.92859801E+02
    1320   1.320E+04     0.0037   1.000E+01   0.0000   0.0031   1.982E-16  -1.17527515E-16   7.11881510E-31   2.92858738E+02
    1330   1.330E+04     0.0037   1.000E+01   0.0000   0.0031   1.348E-16   2.65629532E-17   6.25629252E-31   2.92857674E+02
    1340   1.340E+04     0.0037   1.000E+01   0.0000   0.0031   2.275E-16   1.71629204E-16   9.06788358E-31   2.92856611E+02
    1350   1.350E+04     0.0039   1.000E+01   0.0000   0.0031   1.537E-16   1.22334145E-16   6.78205426E-31   2.92855548E+02
    1360   1.360E+04     0.0048   1.000E+01   0.0000   0.0031   1.646E-16   5.00901404E-17   5.69502040E-31   2.92854485E+02
    1370   1.370E+04     0.0038   1.000E+01   0.0000   0.0031   1.633E-16  -2.21538644E-17   7.08294403E-31   2.92853422E+02
